iter	Passed	Remaining
6205	378862	2063049
6206	378922	2062980
6207	378984	2062927
6208	379049	2062886
6209	379112	2062838
6210	379171	2062766
6211	379231	2062698
6212	379291	2062631
6213	379350	2062560
6214	379410	2062491
6215	379469	2062421
6216	379531	2062364
6217	379590	2062291
6218	379650	2062222
6219	379709	2062151
6220	379769	2062086
6221	379830	2062024
6222	379889	2061953
6223	379952	2061902
6224	380014	2061844
6225	380076	2061787
6226	380136	2061724
6227	380196	2061658
6228	380255	2061586
6229	380316	2061523
6230	380376	2061457
6231	380436	2061389
6232	380496	2061324
6233	380556	2061258
6234	380615	2061186
6235	380675	2061118
6236	380735	2061048
6237	380795	2060986
6238	380855	2060917
6239	380919	2060871
6240	380986	2060843
6241	381058	2060841
6242	381130	2060840
6243	381202	2060835
6244	381272	2060827
6245	381340	2060799
6246	381405	2060761
6247	381471	2060730
6248	381535	2060680
6249	381599	2060637
6250	381661	2060581
6251	381723	2060527
6252	381784	2060462
6253	381844	2060397
6254	381909	2060359
6255	381974	2060318
6256	382039	2060276
6257	382099	2060211
6258	382159	2060144
6259	382219	2060078
6260	382278	2060007
6261	382338	2059937
6262	382397	2059864
6263	382457	2059798
6264	382516	2059725
6265	382575	2059654
6266	382635	2059587
6267	382694	2059517
6268	382753	2059446
6269	382817	2059400
6270	382879	2059344
6271	382944	2059304
6272	383004	2059236
6273	383063	2059167
6274	383123	2059096
6275	383183	2059032
6276	383243	2058966
6277	383303	2058896
6278	383363	2058829
6279	383423	2058763
6280	383484	2058702
6281	383544	2058634
6282	383604	2058569
6283	383664	2058504
6284	383732	2058479
6285	383800	2058455
6286	383870	2058444
6287	383944	2058449
6288	384014	2058438
6289	384087	2058442
6290	384155	2058417
6291	384221	2058384
6292	384285	2058337
6293	384345	2058269
6294	384405	2058202
6295	384466	2058139
6296	384525	2058071
6297	384585	2058004
6298	384646	2057939
6299	384706	2057873
6300	384770	2057831
6301	384832	2057771
6302	384895	2057723
6303	384959	2057679
6304	385025	2057640
6305	385090	2057600
6306	385152	2057545
6307	385214	2057489
6308	385273	2057419
6309	385333	2057353
6310	385393	2057283
6311	385453	2057218
6312	385516	2057166
6313	385580	2057119
6314	385643	2057068
6315	385710	2057040
6316	385773	2056988
6317	385837	2056944
6318	385897	2056876
6319	385956	2056806
6320	386016	2056736
6321	386075	2056668
6322	386135	2056602
6323	386195	2056534
6324	386255	2056467
6325	386314	2056395
6326	386373	2056325
6327	386433	2056257
6328	386492	2056183
6329	386551	2056112
6330	386611	2056044
6331	386671	2055978
6332	386735	2055931
6333	386804	2055912
6334	386873	2055893
6335	386942	2055873
6336	387008	2055843
6337	387076	2055818
6338	387135	2055747
6339	387195	2055675
6340	387258	2055625
6341	387319	2055564
6342	387378	2055494
6343	387439	2055433
6344	387501	2055378
6345	387564	2055323
6346	387628	2055280
6347	387697	2055261
6348	387764	2055231
6349	387828	2055183
6350	387890	2055130
6351	387952	2055075
6352	388015	2055022
6353	388080	2054983
6354	388145	2054940
6355	388207	2054884
6356	388271	2054840
6357	388334	2054791
6358	388398	2054742
6359	388462	2054696
6360	388529	2054666
6361	388592	2054615
6362	388659	2054588
6363	388725	2054551
6364	388787	2054498
6365	388851	2054449
6366	388912	2054391
6367	388975	2054339
6368	389039	2054293
6369	389103	2054243
6370	389168	2054208
6371	389232	2054158
6372	389296	2054112
6373	389360	2054068
6374	389426	2054035
6375	389496	2054020
6376	389562	2053984
6377	389630	2053961
6378	389703	2053959
6379	389773	2053948
6380	389841	2053924
6381	389908	2053895
6382	389973	2053852
6383	390040	2053823
6384	390109	2053804
6385	390176	2053773
6386	390242	2053735
6387	390309	2053708
6388	390377	2053680
6389	390444	2053651
6390	390507	2053600
6391	390580	2053600
6392	390650	2053586
6393	390716	2053554
6394	390785	2053531
6395	390852	2053501
6396	390921	2053481
6397	390988	2053452
6398	391055	2053422
6399	391123	2053397
6400	391189	2053362
6401	391257	2053336
6402	391323	2053303
6403	391391	2053278
6404	391458	2053248
6405	391525	2053218
6406	391591	2053180
6407	391654	2053129
6408	391718	2053084
6409	391781	2053030
6410	391844	2052981
6411	391908	2052933
6412	391972	2052888
6413	392038	2052851
6414	392103	2052815
6415	392168	2052771
6416	392232	2052725
6417	392297	2052682
6418	392361	2052637
6419	392425	2052591
6420	392489	2052545
6421	392557	2052519
6422	392624	2052492
6423	392692	2052465
6424	392756	2052422
6425	392816	2052351
6426	392874	2052278
6427	392934	2052208
6428	392993	2052137
6429	393053	2052068
6430	393113	2052002
6431	393173	2051937
6432	393234	2051874
6433	393294	2051807
6434	393354	2051740
6435	393417	2051690
6436	393481	2051639
6437	393546	2051598
6438	393608	2051543
6439	393672	2051496
6440	393733	2051435
6441	393792	2051364
6442	393853	2051300
6443	393911	2051226
6444	393972	2051163
6445	394032	2051094
6446	394092	2051028
6447	394151	2050959
6448	394211	2050888
6449	394271	2050821
6450	394332	2050758
6451	394396	2050715
6452	394459	2050661
6453	394520	2050601
6454	394584	2050554
6455	394645	2050494
6456	394705	2050426
6457	394764	2050356
6458	394824	2050289
6459	394884	2050222
6460	394945	2050158
6461	395006	2050097
6462	395065	2050024
6463	395125	2049955
6464	395184	2049885
6465	395244	2049816
6466	395303	2049745
6467	395365	2049688
6468	395432	2049657
6469	395499	2049626
6470	395563	2049580
6471	395627	2049538
6472	395689	2049479
6473	395748	2049409
6474	395807	2049337
6475	395867	2049267
6476	395927	2049199
6477	395987	2049132
6478	396047	2049067
6479	396107	2049001
6480	396166	2048930
6481	396226	2048861
6482	396286	2048794
6483	396350	2048747
6484	396412	2048692
6485	396473	2048627
6486	396531	2048553
6487	396591	2048484
6488	396651	2048416
6489	396710	2048344
6490	396768	2048270
6491	396828	2048201
6492	396887	2048132
6493	396947	2048063
6494	397006	2047990
6495	397065	2047921
6496	397125	2047850
6497	397184	2047781
6498	397244	2047714
6499	397311	2047684
6500	397380	2047659
6501	397445	2047619
6502	397509	2047571
6503	397572	2047524
6504	397632	2047454
6505	397691	2047384
6506	397755	2047336
6507	397817	2047281
6508	397881	2047232
6509	397940	2047162
6510	398000	2047096
6511	398060	2047026
6512	398120	2046962
6513	398180	2046892
6514	398243	2046842
6515	398309	2046808
6516	398377	2046781
6517	398443	2046744
6518	398509	2046710
6519	398573	2046660
6520	398632	2046590
6521	398692	2046525
6522	398753	2046460
6523	398813	2046393
6524	398873	2046326
6525	398934	2046268
6526	398994	2046200
6527	399055	2046136
6528	399118	2046085
6529	399183	2046044
6530	399248	2046002
6531	399310	2045948
6532	399371	2045886
6533	399431	2045818
6534	399490	2045747
6535	399551	2045681
6536	399610	2045613
6537	399670	2045546
6538	399730	2045480
6539	399790	2045412
6540	399850	2045342
6541	399910	2045276
6542	399969	2045205
6543	400028	2045132
6544	400087	2045063
6545	400149	2045005
6546	400212	2044953
6547	400273	2044893
6548	400334	2044827
6549	400395	2044769
6550	400455	2044701
6551	400516	2044637
6552	400575	2044567
6553	400635	2044500
6554	400695	2044431
6555	400755	2044366
6556	400815	2044299
6557	400876	2044236
6558	400935	2044167
6559	400995	2044100
6560	401058	2044045
6561	401121	2043993
6562	401185	2043950
6563	401254	2043925
6564	401323	2043908
6565	401389	2043869
6566	401452	2043819
6567	401514	2043764
6568	401579	2043723
6569	401641	2043662
6570	401701	2043595
6571	401760	2043526
6572	401820	2043460
6573	401879	2043386
6574	401938	2043314
6575	401997	2043245
6576	402057	2043177
6577	402122	2043134
6578	402184	2043076
6579	402243	2043007
6580	402304	2042945
6581	402365	2042880
6582	402425	2042815
6583	402485	2042749
6584	402545	2042680
6585	402604	2042611
6586	402663	2042539
6587	402723	2042469
6588	402783	2042403
6589	402842	2042332
6590	402902	2042264
6591	402961	2042192
6592	403022	2042133
6593	403088	2042095
6594	403153	2042055
6595	403213	2041986
6596	403274	2041926
6597	403335	2041861
6598	403395	2041793
6599	403455	2041727
6600	403515	2041660
6601	403575	2041594
6602	403635	2041527
6603	403694	2041458
6604	403753	2041384
6605	403813	2041318
6606	403873	2041253
6607	403932	2041180
6608	403994	2041120
6609	404060	2041084
6610	404128	2041060
6611	404196	2041032
6612	404267	2041020
6613	404333	2040983
6614	404397	2040938
6615	404457	2040871
6616	404516	2040801
6617	404577	2040738
6618	404638	2040676
6619	404698	2040610
6620	404757	2040539
6621	404817	2040469
6622	404877	2040403
6623	404936	2040329
6624	405001	2040291
6625	405070	2040266
6626	405134	2040221
6627	405200	2040183
6628	405260	2040118
6629	405319	2040046
6630	405378	2039976
6631	405437	2039905
6632	405497	2039834
6633	405557	2039768
6634	405617	2039701
6635	405676	2039631
6636	405737	2039567
6637	405797	2039501
6638	405857	2039433
6639	405917	2039370
6640	405981	2039320
6641	406045	2039276
6642	406108	2039224
6643	406170	2039167
6644	406233	2039114
6645	406294	2039054
6646	406359	2039010
6647	406422	2038957
6648	406481	2038889
6649	406542	2038825
6650	406604	2038767
6651	406664	2038701
6652	406724	2038634
6653	406784	2038569
6654	406845	2038505
6655	406910	2038465
6656	406983	2038463
6657	407050	2038433
6658	407117	2038398
6659	407183	2038361
6660	407248	2038319
6661	407312	2038275
6662	407374	2038216
6663	407434	2038150
6664	407494	2038085
6665	407554	2038017
6666	407613	2037945
6667	407672	2037873
6668	407731	2037803
6669	407791	2037733
6670	407853	2037678
6671	407919	2037643
6672	407983	2037594
6673	408042	2037523
6674	408103	2037459
6675	408162	2037389
6676	408222	2037322
6677	408281	2037250
6678	408341	2037184
6679	408402	2037123
6680	408464	2037062
6681	408523	2036994
6682	408582	2036922
6683	408642	2036853
6684	408702	2036789
6685	408762	2036720
6686	408828	2036684
6687	408891	2036631
6688	408951	2036562
6689	409011	2036497
6690	409070	2036428
6691	409131	2036365
6692	409193	2036307
6693	409255	2036252
6694	409315	2036185
6695	409375	2036116
6696	409436	2036054
6697	409495	2035984
6698	409555	2035917
6699	409615	2035848
6700	409675	2035784
6701	409735	2035715
6702	409801	2035678
6703	409873	2035670
6704	409942	2035650
6705	410008	2035615
6706	410074	2035574
6707	410137	2035524
6708	410199	2035465
6709	410258	2035394
6710	410319	2035334
6711	410378	2035261
6712	410438	2035193
6713	410497	2035122
6714	410556	2035054
6715	410618	2034993
6716	410678	2034927
6717	410742	2034878
6718	410803	2034820
6719	410864	2034758
6720	410924	2034690
6721	410983	2034619
6722	411042	2034548
6723	411102	2034480
6724	411163	2034416
6725	411222	2034345
6726	411281	2034277
6727	411341	2034207
6728	411402	2034146
6729	411461	2034077
6730	411522	2034011
6731	411581	2033942
6732	411641	2033875
6733	411706	2033832
6734	411768	2033775
6735	411828	2033711
6736	411888	2033640
6737	411948	2033574
6738	412007	2033501
6739	412066	2033432
6740	412126	2033367
6741	412187	2033304
6742	412247	2033239
6743	412307	2033169
6744	412366	2033097
6745	412425	2033027
6746	412486	2032964
6747	412545	2032895
6748	412606	2032829
6749	412672	2032792
6750	412743	2032783
6751	412809	2032744
6752	412874	2032702
6753	412941	2032668
6754	413001	2032605
6755	413061	2032538
6756	413121	2032468
6757	413181	2032402
6758	413240	2032330
6759	413300	2032263
6760	413359	2032195
6761	413419	2032128
6762	413480	2032063
6763	413539	2031991
6764	413601	2031937
6765	413665	2031889
6766	413726	2031829
6767	413786	2031760
6768	413847	2031699
6769	413907	2031630
6770	413967	2031567
6771	414027	2031496
6772	414087	2031429
6773	414146	2031359
6774	414208	2031300
6775	414266	2031227
6776	414329	2031176
6777	414391	2031115
6778	414449	2031042
6779	414509	2030973
6780	414572	2030923
6781	414636	2030874
6782	414697	2030811
6783	414756	2030739
6784	414814	2030666
6785	414874	2030598
6786	414935	2030534
6787	414994	2030463
6788	415053	2030395
6789	415113	2030325
6790	415172	2030255
6791	415231	2030185
6792	415291	2030115
6793	415351	2030048
6794	415411	2029984
6795	415472	2029921
6796	415536	2029873
6797	415603	2029843
6798	415672	2029821
6799	415740	2029793
6800	415809	2029770
6801	415875	2029733
6802	415940	2029686
6803	416002	2029632
6804	416065	2029578
6805	416126	2029519
6806	416186	2029451
6807	416246	2029386
6808	416306	2029316
6809	416366	2029250
6810	416425	2029180
6811	416486	2029120
6812	416552	2029081
6813	416628	2029092
6814	416694	2029055
6815	416754	2028986
6816	416813	2028917
6817	416873	2028850
6818	416933	2028783
6819	416993	2028716
6820	417052	2028645
6821	417111	2028575
6822	417171	2028508
6823	417231	2028439
6824	417291	2028373
6825	417351	2028304
6826	417411	2028238
6827	417475	2028191
6828	417538	2028139
6829	417597	2028070
6830	417657	2028001
6831	417717	2027937
6832	417777	2027868
6833	417836	2027796
6834	417896	2027728
6835	417956	2027662
6836	418017	2027602
6837	418076	2027530
6838	418137	2027466
6839	418196	2027395
6840	418256	2027329
6841	418316	2027262
6842	418378	2027205
6843	418442	2027160
6844	418513	2027146
6845	418578	2027104
6846	418645	2027069
6847	418708	2027020
6848	418768	2026951
6849	418831	2026897
6850	418895	2026851
6851	418958	2026802
6852	419021	2026749
6853	419084	2026694
6854	419143	2026624
6855	419205	2026566
6856	419265	2026501
6857	419325	2026435
6858	419389	2026388
6859	419451	2026329
6860	419514	2026276
6861	419578	2026228
6862	419643	2026189
6863	419707	2026142
6864	419772	2026098
6865	419835	2026043
6866	419897	2025990
6867	419957	2025924
6868	420017	2025857
6869	420076	2025785
6870	420136	2025716
6871	420196	2025649
6872	420256	2025584
6873	420319	2025530
6874	420380	2025471
6875	420442	2025414
6876	420502	2025347
6877	420562	2025280
6878	420622	2025212
6879	420681	2025142
6880	420741	2025076
6881	420802	2025012
6882	420862	2024944
6883	420921	2024874
6884	420981	2024807
6885	421042	2024744
6886	421100	2024671
6887	421160	2024604
6888	421220	2024535
6889	421286	2024497
6890	421354	2024471
6891	421423	2024449
6892	421490	2024413
6893	421557	2024380
6894	421621	2024333
6895	421680	2024262
6896	421741	2024200
6897	421801	2024135
6898	421863	2024077
6899	421923	2024010
6900	421983	2023942
6901	422042	2023873
6902	422103	2023808
6903	422163	2023742
6904	422225	2023683
6905	422287	2023631
6906	422350	2023574
6907	422410	2023510
6908	422470	2023441
6909	422529	2023373
6910	422589	2023307
6911	422650	2023244
6912	422712	2023184
6913	422771	2023117
6914	422834	2023061
6915	422897	2023009
6916	422962	2022965
6917	423024	2022909
6918	423086	2022855
6919	423150	2022805
6920	423215	2022765
6921	423278	2022711
6922	423340	2022652
6923	423400	2022588
6924	423459	2022517
6925	423520	2022452
6926	423579	2022384
6927	423639	2022315
6928	423698	2022246
6929	423758	2022176
6930	423818	2022111
6931	423877	2022040
6932	423937	2021972
6933	423997	2021905
6934	424058	2021843
6935	424117	2021774
6936	424182	2021729
6937	424254	2021722
6938	424324	2021700
6939	424391	2021670
6940	424453	2021613
6941	424513	2021543
6942	424572	2021475
6943	424633	2021410
6944	424693	2021344
6945	424753	2021280
6946	424813	2021213
6947	424873	2021147
6948	424934	2021081
6949	424993	2021012
6950	425053	2020946
6951	425117	2020900
6952	425180	2020846
6953	425243	2020791
6954	425302	2020723
6955	425362	2020656
6956	425425	2020605
6957	425485	2020535
6958	425545	2020470
6959	425604	2020398
6960	425665	2020336
6961	425724	2020266
6962	425784	2020198
6963	425844	2020130
6964	425904	2020066
6965	425963	2019996
6966	426022	2019924
6967	426086	2019874
6968	426154	2019845
6969	426218	2019799
6970	426279	2019734
6971	426339	2019669
6972	426400	2019607
6973	426461	2019545
6974	426521	2019482
6975	426581	2019413
6976	426641	2019346
6977	426700	2019276
6978	426760	2019208
6979	426820	2019141
6980	426880	2019073
6981	426940	2019007
6982	427000	2018943
6983	427065	2018901
6984	427137	2018888
6985	427205	2018862
6986	427274	2018835
6987	427338	2018788
6988	427397	2018717
6989	427456	2018648
6990	427516	2018578
6991	427575	2018510
6992	427635	2018443
6993	427695	2018376
6994	427755	2018307
6995	427814	2018237
6996	427874	2018173
6997	427934	2018105
6998	427998	2018056
6999	428059	2017994
7000	428122	2017942
7001	428182	2017875
7002	428242	2017810
7003	428303	2017747
7004	428363	2017679
7005	428423	2017613
7006	428484	2017550
7007	428543	2017481
7008	428602	2017411
7009	428663	2017345
7010	428722	2017276
7011	428782	2017212
7012	428843	2017147
7013	428902	2017076
7014	428967	2017033
7015	429029	2016975
7016	429090	2016916
7017	429151	2016852
7018	429210	2016783
7019	429272	2016725
7020	429333	2016663
7021	429393	2016594
7022	429452	2016524
7023	429513	2016462
7024	429573	2016397
7025	429634	2016335
7026	429693	2016265
7027	429755	2016208
7028	429814	2016135
7029	429874	2016066
7030	429939	2016024
7031	430014	2016027
7032	430084	2016010
7033	430157	2016003
7034	430226	2015977
7035	430290	2015930
7036	430351	2015868
7037	430411	2015801
7038	430470	2015730
7039	430529	2015661
7040	430589	2015593
7041	430649	2015527
7042	430709	2015460
7043	430769	2015394
7044	430829	2015330
7045	430893	2015279
7046	430958	2015238
7047	431019	2015174
7048	431078	2015104
7049	431139	2015042
7050	431200	2014981
7051	431260	2014913
7052	431320	2014847
7053	431380	2014779
7054	431439	2014707
7055	431498	2014639
7056	431557	2014567
7057	431616	2014494
7058	431675	2014423
7059	431735	2014357
7060	431795	2014289
7061	431857	2014235
7062	431922	2014190
7063	431982	2014126
7064	432043	2014063
7065	432102	2013989
7066	432162	2013925
7067	432221	2013853
7068	432281	2013788
7069	432342	2013724
7070	432402	2013658
7071	432461	2013586
7072	432521	2013523
7073	432581	2013453
7074	432640	2013384
7075	432700	2013318
7076	432761	2013252
7077	432828	2013218
7078	432898	2013201
7079	432965	2013169
7080	433033	2013136
7081	433095	2013081
7082	433156	2013020
7083	433216	2012950
7084	433275	2012881
7085	433336	2012817
7086	433395	2012747
7087	433454	2012678
7088	433513	2012606
7089	433573	2012537
7090	433632	2012470
7091	433692	2012402
7092	433756	2012351
7093	433821	2012308
7094	433880	2012238
7095	433940	2012172
7096	434000	2012104
7097	434061	2012043
7098	434121	2011975
7099	434181	2011909
7100	434240	2011838
7101	434300	2011771
7102	434359	2011704
7103	434418	2011632
7104	434478	2011564
7105	434539	2011501
7106	434598	2011432
7107	434657	2011361
7108	434719	2011306
7109	434784	2011258
7110	434845	2011200
7111	434905	2011133
7112	434965	2011066
7113	435025	2010998
7114	435085	2010931
7115	435145	2010864
7116	435205	2010799
7117	435265	2010734
7118	435325	2010668
7119	435384	2010597
7120	435444	2010528
7121	435503	2010458
7122	435562	2010387
7123	435622	2010318
7124	435685	2010267
7125	435754	2010244
7126	435819	2010200
7127	435887	2010168
7128	435952	2010128
7129	436013	2010067
7130	436073	2009998
7131	436132	2009929
7132	436193	2009865
7133	436253	2009798
7134	436313	2009734
7135	436373	2009664
7136	436434	2009604
7137	436495	2009540
7138	436555	2009474
7139	436617	2009420
7140	436684	2009386
7141	436747	2009332
7142	436805	2009258
7143	436865	2009190
7144	436925	2009123
7145	436985	2009056
7146	437044	2008988
7147	437105	2008922
7148	437164	2008853
7149	437224	2008788
7150	437284	2008720
7151	437344	2008654
7152	437405	2008591
7153	437465	2008526
7154	437525	2008459
7155	437588	2008405
7156	437653	2008362
7157	437717	2008313
7158	437780	2008260
7159	437841	2008201
7160	437900	2008130
7161	437960	2008063
7162	438021	2007999
7163	438081	2007935
7164	438145	2007885
7165	438208	2007835
7166	438273	2007789
7167	438333	2007726
7168	438397	2007678
7169	438458	2007612
7170	438520	2007558
7171	438585	2007512
7172	438658	2007504
7173	438724	2007469
7174	438793	2007442
7175	438854	2007380
7176	438915	2007316
7177	438974	2007246
7178	439034	2007179
7179	439094	2007113
7180	439154	2007048
7181	439215	2006984
7182	439275	2006919
7183	439335	2006852
7184	439394	2006782
7185	439454	2006713
7186	439518	2006667
7187	439582	2006618
7188	439642	2006550
7189	439701	2006483
7190	439762	2006418
7191	439822	2006351
7192	439880	2006280
7193	439940	2006213
7194	440000	2006144
7195	440059	2006075
7196	440119	2006007
7197	440179	2005942
7198	440238	2005872
7199	440298	2005805
7200	440358	2005736
7201	440418	2005670
7202	440481	2005616
7203	440545	2005571
7204	440610	2005524
7205	440670	2005460
7206	440730	2005393
7207	440789	2005323
7208	440849	2005256
7209	440908	2005184
7210	440967	2005116
7211	441028	2005051
7212	441088	2004985
7213	441148	2004918
7214	441207	2004848
7215	441266	2004779
7216	441332	2004737
7217	441399	2004705
7218	441466	2004667
7219	441536	2004650
7220	441603	2004613
7221	441669	2004576
7222	441732	2004520
7223	441794	2004462
7224	441855	2004401
7225	441914	2004330
7226	441974	2004267
7227	442034	2004200
7228	442093	2004129
7229	442155	2004071
7230	442214	2004001
7231	442275	2003936
7232	442335	2003874
7233	442399	2003825
7234	442464	2003778
7235	442524	2003713
7236	442584	2003647
7237	442644	2003580
7238	442704	2003516
7239	442764	2003448
7240	442823	2003379
7241	442884	2003313
7242	442944	2003248
7243	443003	2003179
7244	443064	2003115
7245	443125	2003054
7246	443186	2002994
7247	443246	2002925
7248	443308	2002866
7249	443370	2002813
7250	443435	2002767
7251	443499	2002718
7252	443561	2002662
7253	443624	2002610
7254	443684	2002543
7255	443743	2002474
7256	443804	2002410
7257	443865	2002348
7258	443925	2002280
7259	443985	2002213
7260	444043	2002140
7261	444103	2002072
7262	444163	2002006
7263	444222	2001936
7264	444285	2001881
7265	444352	2001850
7266	444420	2001817
7267	444489	2001790
7268	444557	2001762
7269	444621	2001716
7270	444684	2001662
7271	444744	2001594
7272	444804	2001527
7273	444864	2001460
7274	444923	2001389
7275	444982	2001319
7276	445042	2001254
7277	445102	2001186
7278	445161	2001117
7279	445223	2001060
7280	445292	2001032
7281	445353	2000970
7282	445411	2000898
7283	445472	2000833
7284	445534	2000775
7285	445593	2000706
7286	445652	2000633
7287	445711	2000563
7288	445771	2000498
7289	445830	2000428
7290	445892	2000368
7291	445952	2000301
7292	446012	2000239
7293	446072	2000169
7294	446131	2000100
7295	446194	2000045
7296	446255	1999986
7297	446317	1999929
7298	446376	1999857
7299	446436	1999789
7300	446501	1999745
7301	446566	1999700
7302	446628	1999646
7303	446692	1999595
7304	446752	1999528
7305	446810	1999456
7306	446871	1999394
7307	446930	1999324
7308	446991	1999260
7309	447051	1999193
7310	447110	1999124
7311	447176	1999084
7312	447242	1999047
7313	447307	1999001
7314	447375	1998971
7315	447442	1998933
7316	447501	1998864
7317	447561	1998797
7318	447619	1998723
7319	447679	1998655
7320	447739	1998590
7321	447798	1998521
7322	447858	1998454
7323	447918	1998386
7324	447978	1998320
7325	448038	1998254
7326	448100	1998198
7327	448166	1998158
7328	448228	1998097
7329	448288	1998031
7330	448347	1997961
7331	448408	1997898
7332	448467	1997829
7333	448526	1997760
7334	448585	1997689
7335	448645	1997624
7336	448704	1997550
7337	448765	1997488
7338	448824	1997420
7339	448889	1997374
7340	448952	1997320
7341	449015	1997267
7342	449079	1997222
7343	449142	1997167
7344	449206	1997119
7345	449266	1997054
7346	449327	1996989
7347	449387	1996926
7348	449448	1996860
7349	449507	1996793
7350	449566	1996720
7351	449626	1996656
7352	449687	1996593
7353	449747	1996525
7354	449807	1996461
7355	449868	1996398
7356	449928	1996330
7357	449990	1996276
7358	450056	1996234
7359	450126	1996214
7360	450195	1996186
7361	450263	1996154
7362	450330	1996120
7363	450391	1996059
7364	450451	1995993
7365	450511	1995925
7366	450572	1995864
7367	450632	1995796
7368	450693	1995735
7369	450753	1995671
7370	450815	1995610
7371	450874	1995539
7372	450933	1995471
7373	450996	1995417
7374	451058	1995361
7375	451118	1995296
7376	451179	1995233
7377	451238	1995162
7378	451298	1995095
7379	451358	1995028
7380	451417	1994958
7381	451477	1994892
7382	451536	1994823
7383	451597	1994757
7384	451656	1994686
7385	451716	1994622
7386	451775	1994553
7387	451834	1994480
7388	451893	1994410
7389	451957	1994361
7390	452019	1994305
7391	452082	1994252
7392	452143	1994188
7393	452203	1994123
7394	452263	1994056
7395	452322	1993985
7396	452381	1993915
7397	452440	1993845
7398	452500	1993780
7399	452561	1993715
7400	452620	1993645
7401	452680	1993580
7402	452740	1993515
7403	452800	1993449
7404	452860	1993379
7405	452926	1993343
7406	452997	1993323
7407	453062	1993278
7408	453127	1993236
7409	453187	1993168
7410	453246	1993099
7411	453307	1993034
7412	453366	1992966
7413	453425	1992895
7414	453487	1992839
7415	453548	1992777
7416	453608	1992707
7417	453668	1992645
7418	453729	1992582
7419	453789	1992517
7420	453853	1992464
7421	453915	1992409
7422	453976	1992346
7423	454036	1992279
7424	454095	1992211
7425	454155	1992142
7426	454214	1992075
7427	454275	1992012
7428	454334	1991942
7429	454394	1991875
7430	454454	1991807
7431	454514	1991741
7432	454576	1991686
7433	454637	1991620
7434	454697	1991558
7435	454758	1991493
7436	454824	1991455
7437	454887	1991402
7438	454948	1991339
7439	455009	1991276
7440	455068	1991208
7441	455128	1991142
7442	455189	1991078
7443	455249	1991014
7444	455309	1990946
7445	455368	1990875
7446	455429	1990812
7447	455488	1990742
7448	455548	1990678
7449	455608	1990612
7450	455668	1990544
7451	455728	1990479
7452	455797	1990453
7453	455868	1990433
7454	455935	1990397
7455	456002	1990361
7456	456065	1990310
7457	456128	1990254
7458	456187	1990187
7459	456246	1990116
7460	456306	1990051
7461	456367	1989987
7462	456427	1989920
7463	456487	1989857
7464	456550	1989799
7465	456609	1989731
7466	456669	1989665
7467	456734	1989619
7468	456796	1989562
7469	456857	1989501
7470	456917	1989433
7471	456976	1989366
7472	457036	1989300
7473	457096	1989230
7474	457156	1989164
7475	457215	1989095
7476	457275	1989027
7477	457333	1988954
7478	457393	1988887
7479	457453	1988820
7480	457512	1988750
7481	457576	1988704
7482	457641	1988658
7483	457704	1988606
7484	457770	1988562
7485	457829	1988492
7486	457888	1988424
7487	457948	1988356
7488	458007	1988285
7489	458067	1988219
7490	458128	1988157
7491	458187	1988087
7492	458246	1988017
7493	458306	1987952
7494	458367	1987887
7495	458428	1987826
7496	458487	1987758
7497	458548	1987693
7498	458610	1987638
7499	458676	1987597
7500	458747	1987579
7501	458814	1987542
7502	458879	1987499
7503	458938	1987430
7504	458998	1987361
7505	459057	1987292
7506	459117	1987225
7507	459177	1987158
7508	459236	1987090
7509	459295	1987018
7510	459354	1986948
7511	459415	1986886
7512	459475	1986821
7513	459535	1986754
7514	459599	1986706
7515	459660	1986641
7516	459724	1986593
7517	459784	1986527
7518	459844	1986461
7519	459904	1986396
7520	459964	1986331
7521	460025	1986268
7522	460085	1986201
7523	460145	1986133
7524	460206	1986072
7525	460266	1986006
7526	460325	1985936
7527	460385	1985869
7528	460444	1985801
7529	460503	1985730
7530	460568	1985685
7531	460633	1985641
7532	460694	1985581
7533	460754	1985513
7534	460814	1985448
7535	460874	1985379
7536	460934	1985313
7537	460993	1985246
7538	461054	1985180
7539	461113	1985112
7540	461174	1985048
7541	461234	1984982
7542	461294	1984918
7543	461354	1984852
7544	461415	1984788
7545	461475	1984723
7546	461541	1984684
7547	461610	1984658
7548	461678	1984625
7549	461749	1984605
7550	461809	1984539
7551	461870	1984476
7552	461930	1984410
7553	461990	1984345
7554	462051	1984283
7555	462110	1984214
7556	462170	1984148
7557	462229	1984078
7558	462288	1984007
7559	462348	1983941
7560	462408	1983873
7561	462472	1983824
7562	462534	1983768
7563	462597	1983714
7564	462657	1983646
7565	462717	1983579
7566	462778	1983520
7567	462840	1983462
7568	462900	1983394
7569	462961	1983332
7570	463022	1983271
7571	463081	1983204
7572	463143	1983144
7573	463206	1983092
7574	463270	1983044
7575	463334	1982993
7576	463399	1982949
7577	463461	1982892
7578	463525	1982842
7579	463587	1982786
7580	463651	1982734
7581	463714	1982683
7582	463780	1982642
7583	463842	1982584
7584	463901	1982515
7585	463961	1982448
7586	464023	1982388
7587	464082	1982320
7588	464142	1982251
7589	464202	1982187
7590	464263	1982123
7591	464322	1982056
7592	464390	1982024
7593	464460	1981998
7594	464526	1981960
7595	464591	1981916
7596	464655	1981867
7597	464718	1981812
7598	464779	1981751
7599	464843	1981700
7600	464906	1981649
7601	464969	1981596
7602	465030	1981532
