iter	Logloss
580	0.5503883117
581	0.5503010097
582	0.5502022981
583	0.5501061825
584	0.5500021722
585	0.5498845527
586	0.5497918716
587	0.5496966465
588	0.5496088519
589	0.5495151593
590	0.5494054423
591	0.5492938284
592	0.5491853606
593	0.5490884386
594	0.5489739543
595	0.5488855816
596	0.5487937996
597	0.5487026409
598	0.5486085431
599	0.5485139987
600	0.5484270109
601	0.5483391988
602	0.5482469305
603	0.5481357949
604	0.54804978
605	0.5479372531
606	0.5478547735
607	0.5477608508
608	0.5476644331
609	0.5475791515
610	0.5474784828
611	0.5473896904
612	0.5472755064
613	0.547187203
614	0.5470913093
615	0.5469727742
616	0.5468503137
617	0.5467458242
618	0.5466520746
619	0.5465701629
620	0.5464883883
621	0.5463789049
622	0.546292437
623	0.5462075891
624	0.5461156788
625	0.546026134
626	0.54594388
627	0.5458515978
628	0.5457625505
629	0.5456515352
630	0.5455653697
631	0.545480568
632	0.5453772817
633	0.5452878059
634	0.545191971
635	0.5450897871
636	0.5450060367
637	0.5449091399
638	0.54479613
639	0.5447190426
640	0.5446228495
641	0.5445096609
642	0.5444254909
643	0.5443256006
644	0.5442282603
645	0.5441409285
646	0.5440319929
647	0.5439528654
648	0.5438723302
649	0.5437696909
650	0.5436714709
651	0.5435913521
652	0.543491111
653	0.5433795449
654	0.5433024745
655	0.5432227127
656	0.5431288165
657	0.5430399435
658	0.5429560653
659	0.5428632685
660	0.5427657582
661	0.5426777149
662	0.5425754155
663	0.5424804252
664	0.5424022728
665	0.542322285
666	0.5422379188
667	0.5421433945
668	0.5420407337
669	0.5419519033
670	0.5418665789
671	0.5417805845
672	0.5417011036
673	0.5416201789
674	0.5415236148
675	0.5414360406
676	0.5413552867
677	0.5412816701
678	0.5411725177
679	0.5410877278
680	0.541002922
681	0.5409104555
682	0.5408330451
683	0.540739905
684	0.5406314958
685	0.5405551539
686	0.5404830374
687	0.5403960603
688	0.540286012
689	0.5402135097
690	0.5401272848
691	0.5400306263
692	0.5399547521
693	0.5398493027
694	0.5397421795
695	0.5396423543
696	0.5395425359
697	0.5394391845
698	0.5393519072
699	0.53926727
700	0.5391741439
701	0.5390973462
702	0.5390164564
703	0.5389347026
704	0.5388600323
705	0.5387808892
706	0.5387001848
707	0.5386192939
708	0.5385290955
709	0.5384286012
710	0.5383432736
711	0.5382667148
712	0.5381757817
713	0.5381048698
714	0.5380256641
715	0.5379484427
716	0.537869847
717	0.5377863674
718	0.5376839941
719	0.5376044286
720	0.5375235884
721	0.537446155
722	0.5373728502
723	0.5372971588
724	0.5372181764
725	0.5371226962
726	0.5370271602
727	0.5369427342
728	0.5368586586
729	0.5367821903
730	0.5367023321
731	0.5366273774
732	0.5365357329
733	0.5364629569
734	0.5363812684
735	0.536310122
736	0.5362352291
737	0.5361641397
738	0.5360763404
739	0.5360048684
740	0.5359347033
741	0.5358511559
742	0.5357653268
743	0.5356922829
744	0.5356251514
745	0.5355435435
746	0.5354683725
747	0.5353926127
748	0.5353051044
749	0.5352358292
750	0.535158778
751	0.5350743069
752	0.53500529
753	0.5349337998
754	0.5348589011
755	0.5347915573
756	0.5347020502
757	0.5346199293
758	0.5345352766
759	0.5344314206
760	0.534364459
761	0.5342863838
762	0.5342182807
763	0.53414819
764	0.5340739045
765	0.5339900794
766	0.5339158326
767	0.5338337784
768	0.5337459074
769	0.5336681684
770	0.5335880345
771	0.5335024255
772	0.5334337385
773	0.5333648102
774	0.5332888848
775	0.5332226564
776	0.5331516612
777	0.5330860385
778	0.5330189111
779	0.5329331532
780	0.5328647615
781	0.5327884513
782	0.5327072019
783	0.5326429285
784	0.5325573462
785	0.5324602898
786	0.532382282
787	0.5323159343
788	0.5322428211
789	0.5321763985
790	0.5321105023
791	0.5320453276
792	0.531967739
793	0.5318938882
794	0.5318100682
795	0.5317267495
796	0.5316486635
797	0.531582226
798	0.5314932562
799	0.5314044133
800	0.5313230211
801	0.5312410036
802	0.5311745785
803	0.5311013478
804	0.5310373271
805	0.5309481234
806	0.530868507
807	0.5308051064
808	0.530708235
809	0.5306261405
810	0.5305359709
811	0.5304713636
812	0.530399231
813	0.5303045915
814	0.5302149607
815	0.530154724
816	0.5300764762
817	0.5299968257
818	0.5299277484
819	0.5298666837
820	0.5297765737
821	0.5297006475
822	0.5296302272
823	0.529559381
824	0.5294999398
825	0.5294377574
826	0.5293730492
827	0.5293106738
828	0.5292487352
829	0.5291838322
830	0.5291118251
831	0.529050069
832	0.5289883463
833	0.528915547
834	0.5288562815
835	0.5287860807
836	0.5287169421
837	0.5286539569
838	0.528593905
839	0.528533265
840	0.5284694497
841	0.528390344
842	0.5283306754
843	0.5282735636
844	0.5282085874
845	0.5281478284
846	0.5280692955
847	0.5279934145
848	0.5279356431
849	0.5278516069
850	0.5277934185
851	0.5277339073
852	0.5276689768
853	0.5275981653
854	0.5275377792
855	0.5274679201
856	0.527405239
857	0.5273285396
858	0.527267885
859	0.5272110185
860	0.5271438207
861	0.5270833533
862	0.5270129615
863	0.5269475624
864	0.5268916812
865	0.5268330147
866	0.526762878
867	0.5266986385
868	0.5266391027
869	0.5265588847
870	0.5264884595
871	0.5264327498
872	0.5263746363
873	0.5263177656
874	0.5262302722
875	0.5261711534
876	0.5261110468
877	0.5260435907
878	0.5259680024
879	0.5259087775
880	0.5258467822
881	0.5257641254
882	0.5257065423
883	0.5256325242
884	0.5255608162
885	0.5254983926
886	0.52543741
887	0.5253639831
888	0.5252971432
889	0.5252305381
890	0.5251637284
891	0.5251027628
892	0.5250301727
893	0.5249453624
894	0.5248653485
895	0.5247964536
896	0.5247423209
897	0.5246812295
898	0.524629308
899	0.5245655803
900	0.5245078465
901	0.5244278493
902	0.5243525307
903	0.5242915441
904	0.5242197814
905	0.5241567363
906	0.5240886531
907	0.524031396
908	0.523975076
909	0.5239001905
910	0.523836385
911	0.5237645512
912	0.5237072984
913	0.5236423646
914	0.5235799088
915	0.5235189627
916	0.5234619562
917	0.5233982139
918	0.5233273698
919	0.5232726509
920	0.5232109506
921	0.5231341323
922	0.5230738452
923	0.5230015387
924	0.5229445763
925	0.5228878359
926	0.5228330409
927	0.5227784177
928	0.5227123634
929	0.5226585347
930	0.5225895403
931	0.5225311494
932	0.5224762802
933	0.5224154525
934	0.5223571507
935	0.5222889223
936	0.5222317803
937	0.5221662857
938	0.5221058606
939	0.5220502848
940	0.5219782563
941	0.5219065747
942	0.5218518631
943	0.5217869661
944	0.5217284449
945	0.5216571181
946	0.5216036017
947	0.521542334
948	0.5214779689
949	0.5214120178
950	0.5213580956
951	0.5213041905
952	0.5212507714
953	0.5211946842
954	0.5211247222
955	0.5210648994
956	0.5209932945
957	0.5209283442
958	0.5208529973
959	0.5208024237
960	0.5207310931
961	0.5206813186
962	0.5206186649
963	0.5205609935
964	0.5205107197
965	0.5204597524
966	0.5203999542
967	0.5203507119
968	0.5202943766
969	0.5202329548
970	0.5201708579
971	0.5201112314
972	0.5200554652
973	0.5200069164
974	0.5199475685
975	0.5198846868
976	0.5198271994
977	0.5197747076
978	0.5197236651
979	0.5196715065
980	0.5195983623
981	0.519544823
982	0.5194874971
983	0.519412935
984	0.5193512128
985	0.5192864786
986	0.5192241561
987	0.519164527
988	0.5191091829
989	0.5190564599
990	0.5190083459
991	0.5189535529
992	0.5188949192
993	0.5188466874
994	0.5187943787
995	0.5187396416
996	0.5186816447
997	0.5186134142
998	0.5185619054
999	0.5185117005
1000	0.5184626099
1001	0.5184135144
1002	0.518362573
1003	0.5183036851
1004	0.5182503139
1005	0.5181875466
1006	0.5181374479
1007	0.5180857399
1008	0.5180352864
1009	0.5179895208
1010	0.517932218
1011	0.5178811611
1012	0.5178336229
1013	0.5177827692
1014	0.5177335392
1015	0.5176775193
1016	0.5176218062
1017	0.517568565
1018	0.5175047036
1019	0.5174604362
1020	0.5173847551
1021	0.5173338379
1022	0.5172888947
1023	0.5172324422
1024	0.5171823541
1025	0.5171345146
1026	0.5170768049
1027	0.5170237146
1028	0.5169699023
1029	0.5169110635
1030	0.5168618771
1031	0.5168097976
1032	0.516758597
1033	0.5167043453
1034	0.516645677
1035	0.5165971445
1036	0.5165455426
1037	0.5164972854
1038	0.5164303481
1039	0.5163781476
1040	0.5163121548
1041	0.5162566431
1042	0.5161920859
1043	0.5161391133
1044	0.5160792491
1045	0.5160215787
1046	0.5159627295
1047	0.5159024992
1048	0.5158471218
1049	0.5157966899
1050	0.515740985
1051	0.5156919902
1052	0.5156467821
1053	0.5155827775
1054	0.515533646
1055	0.5154842709
1056	0.5154177896
1057	0.5153749473
1058	0.5153275485
1059	0.5152774994
1060	0.5152312416
1061	0.5151594851
1062	0.5151046938
1063	0.5150452893
1064	0.5149886802
1065	0.5149403179
1066	0.5148952407
1067	0.5148458565
1068	0.514794823
1069	0.5147305172
1070	0.5146874862
1071	0.5146269924
1072	0.5145785409
1073	0.5145298467
1074	0.514482076
1075	0.5144294089
1076	0.5143866293
1077	0.5143350256
1078	0.5142871647
1079	0.5142322582
1080	0.5141815605
1081	0.5141144104
1082	0.5140624805
1083	0.5140095366
1084	0.5139387184
1085	0.5138824026
1086	0.5138144938
1087	0.5137669863
1088	0.5137097354
1089	0.5136608981
1090	0.5136051203
1091	0.5135553932
1092	0.5135076968
1093	0.5134641528
1094	0.513422538
1095	0.5133668143
1096	0.5133194725
1097	0.5132671805
1098	0.5132219234
1099	0.5131758003
1100	0.5131123519
1101	0.5130677074
1102	0.5130081227
1103	0.5129635012
1104	0.5129192699
1105	0.5128548639
1106	0.5128109082
1107	0.51276521
1108	0.5127198466
1109	0.5126738439
1110	0.5126231386
1111	0.5125551188
1112	0.5125057345
1113	0.5124511624
1114	0.5124030136
1115	0.5123608683
1116	0.5123054791
1117	0.5122494641
1118	0.5121935003
1119	0.5121479366
1120	0.5121063291
1121	0.5120486595
1122	0.5119929618
1123	0.5119494968
1124	0.5119024677
1125	0.5118370102
1126	0.5117865401
1127	0.511740289
1128	0.511686079
1129	0.5116438542
1130	0.5115970922
1131	0.511549334
1132	0.5114953168
1133	0.5114537035
1134	0.5114144017
1135	0.5113666721
1136	0.5113240493
1137	0.5112758039
1138	0.511211434
1139	0.5111681546
1140	0.5111202158
1141	0.5110771218
1142	0.5110299666
1143	0.5109879286
1144	0.5109471775
1145	0.510899301
1146	0.5108473098
1147	0.5108041829
1148	0.5107534891
1149	0.5107093926
1150	0.510666105
1151	0.5106214242
1152	0.5105691728
1153	0.5105257289
1154	0.5104859293
1155	0.5104421267
1156	0.5103825639
1157	0.510318986
1158	0.5102674341
1159	0.5102204521
1160	0.5101772623
1161	0.5101159071
1162	0.5100628107
1163	0.5100167641
1164	0.5099631678
1165	0.5099054128
1166	0.5098422773
1167	0.5097953366
1168	0.5097528092
1169	0.5096896116
1170	0.5096467821
1171	0.5096052134
1172	0.5095630177
1173	0.5095183038
1174	0.5094515716
1175	0.5094139175
1176	0.5093653117
1177	0.5093269563
1178	0.5092879014
1179	0.5092450355
1180	0.5092054268
1181	0.5091623062
1182	0.5091090694
1183	0.5090548766
1184	0.5090164033
1185	0.5089748061
1186	0.5089161989
1187	0.5088614911
1188	0.5088094565
1189	0.5087610808
1190	0.5087123963
1191	0.5086723935
1192	0.5086300445
1193	0.5085720403
1194	0.5085253923
1195	0.5084690635
1196	0.5084217971
1197	0.5083788427
1198	0.5083387185
1199	0.5082977899
1200	0.508233806
1201	0.5081905803
1202	0.5081477265
1203	0.5080949656
1204	0.5080453829
1205	0.5080021706
1206	0.5079636854
1207	0.5079184511
1208	0.5078652293
1209	0.5078133611
1210	0.5077683854
1211	0.507729867
1212	0.5076846385
1213	0.5076454041
1214	0.5075863758
1215	0.507527376
1216	0.5074845504
1217	0.5074417065
1218	0.5073988503
1219	0.507355483
1220	0.5073103226
1221	0.5072679632
1222	0.5072226915
1223	0.5071779247
1224	0.507129552
1225	0.5070903656
1226	0.5070476889
1227	0.5069991484
1228	0.5069556204
1229	0.5069110407
1230	0.5068559382
1231	0.5068146641
1232	0.5067697182
1233	0.5067243357
1234	0.506673876
1235	0.5066261306
1236	0.5065856569
1237	0.5065460715
1238	0.5064895591
1239	0.5064448626
1240	0.5064035881
1241	0.5063571274
1242	0.5063180134
1243	0.5062728791
1244	0.5062185789
1245	0.50616515
1246	0.506122256
1247	0.5060801429
1248	0.5060436465
1249	0.5059962327
1250	0.5059541763
1251	0.5059036605
1252	0.5058574672
1253	0.505821145
1254	0.5057707404
1255	0.5057250974
1256	0.5056875084
1257	0.5056504694
1258	0.5056042939
1259	0.5055570881
1260	0.5055011646
1261	0.5054636664
1262	0.5054226465
1263	0.5053860431
1264	0.5053354404
1265	0.5052973437
1266	0.5052607326
1267	0.5052116962
1268	0.5051615204
1269	0.5051048503
1270	0.505064115
1271	0.5050123968
1272	0.5049737832
1273	0.5049385213
1274	0.5048833711
1275	0.5048313026
1276	0.5047843887
1277	0.5047470316
1278	0.5047026689
1279	0.5046624634
1280	0.504615967
1281	0.5045723004
1282	0.5045359461
1283	0.5044949831
1284	0.5044556187
1285	0.5044135404
1286	0.5043771665
1287	0.5043332544
1288	0.5042960289
1289	0.504261349
1290	0.5042220149
1291	0.5041855113
1292	0.5041400725
1293	0.5041000389
1294	0.5040588608
1295	0.5040130021
1296	0.503974254
1297	0.5039231243
1298	0.5038870806
1299	0.5038415386
1300	0.5038067736
1301	0.5037585227
1302	0.5037200631
1303	0.5036833809
1304	0.5036432367
1305	0.503600283
1306	0.5035466976
1307	0.5035091638
1308	0.5034686002
1309	0.50342447
1310	0.5033870323
1311	0.5033447433
1312	0.503305595
1313	0.5032681358
1314	0.5032348882
1315	0.5031771429
1316	0.5031394307
1317	0.5030895132
1318	0.5030539333
1319	0.5030033465
1320	0.502960429
1321	0.5029057164
1322	0.502866512
1323	0.5028278908
1324	0.5027852536
1325	0.5027497615
1326	0.50269424
1327	0.5026519952
1328	0.5025986017
1329	0.5025568407
1330	0.5025183582
1331	0.5024829471
1332	0.50244258
1333	0.5024042551
1334	0.5023515294
1335	0.5023049123
1336	0.5022700772
1337	0.5022255034
1338	0.5021844011
1339	0.5021485845
1340	0.5021131757
1341	0.5020751024
1342	0.5020399785
1343	0.5020019727
1344	0.5019635375
1345	0.5019312244
1346	0.5018907045
1347	0.501847819
1348	0.5018090756
1349	0.5017749105
1350	0.5017429063
1351	0.5017034735
1352	0.5016601665
1353	0.5016218284
1354	0.5015886306
1355	0.5015509898
1356	0.5015003106
1357	0.5014593043
1358	0.5014160817
1359	0.5013723594
1360	0.5013377143
1361	0.5012951666
1362	0.5012559944
1363	0.5012192064
1364	0.5011866543
1365	0.5011450166
1366	0.501105685
1367	0.5010670591
1368	0.5010250907
1369	0.5009921391
1370	0.5009573524
1371	0.5009115824
1372	0.5008642451
1373	0.5008299943
1374	0.5007909947
1375	0.5007555343
1376	0.5007240834
1377	0.5006821926
1378	0.5006382695
1379	0.5006028342
1380	0.5005645643
1381	0.5005240429
1382	0.5004862613
1383	0.5004467645
1384	0.500409083
1385	0.5003715765
1386	0.5003298751
1387	0.5002937134
1388	0.5002462759
1389	0.500213388
1390	0.5001734446
1391	0.5001343395
1392	0.5001007987
1393	0.5000629299
1394	0.5000221747
1395	0.499986887
1396	0.4999504394
1397	0.4999166678
1398	0.4998854776
1399	0.4998387853
1400	0.4998022158
1401	0.4997582715
1402	0.4997124797
1403	0.4996774773
1404	0.4996451494
1405	0.4996112036
1406	0.4995721881
1407	0.4995407217
1408	0.4995086149
1409	0.4994754595
1410	0.4994410893
1411	0.4994010807
1412	0.4993664533
1413	0.4993301114
1414	0.4992966559
1415	0.4992559501
1416	0.4992184014
1417	0.4991827545
1418	0.4991516064
1419	0.499115434
1420	0.4990783777
1421	0.4990448301
1422	0.4990076632
1423	0.4989719585
1424	0.4989344842
1425	0.4988948346
1426	0.4988626658
1427	0.4988301016
1428	0.4987962964
1429	0.4987654289
1430	0.4987216388
1431	0.498677875
1432	0.4986466885
1433	0.4986165566
1434	0.4985745334
1435	0.4985304343
1436	0.4984988548
1437	0.4984581192
1438	0.4984237808
1439	0.4983885983
1440	0.4983516211
1441	0.4983191092
1442	0.4982859089
1443	0.4982546643
1444	0.4982137105
1445	0.4981807067
1446	0.4981339171
1447	0.4981013018
1448	0.4980668531
1449	0.4980372472
1450	0.4979880948
1451	0.49795475
1452	0.4979236284
1453	0.4978895093
1454	0.4978579709
1455	0.4978207123
1456	0.4977861096
1457	0.4977471921
1458	0.4977121366
1459	0.4976740994
1460	0.4976394989
1461	0.497605943
1462	0.4975759611
1463	0.497537029
1464	0.4975005741
1465	0.4974646156
1466	0.4974337434
1467	0.4973893963
1468	0.4973502377
1469	0.4973180224
1470	0.497282246
1471	0.4972514491
1472	0.4972103486
1473	0.4971787063
1474	0.4971471171
1475	0.4971129091
1476	0.4970754749
1477	0.4970275365
1478	0.4969937839
1479	0.4969547247
1480	0.4969155193
1481	0.4968710056
1482	0.496838066
1483	0.4968093516
1484	0.4967724512
1485	0.496740986
1486	0.4967131356
1487	0.4966718558
1488	0.4966421687
1489	0.4966028129
1490	0.4965731991
1491	0.4965277474
1492	0.4964890099
1493	0.4964536537
1494	0.4964252694
1495	0.4963922647
1496	0.4963478339
1497	0.49631253
1498	0.4962826074
1499	0.4962504208
1500	0.4962074597
1501	0.4961767114
1502	0.4961408332
1503	0.4961070269
1504	0.4960776219
1505	0.4960345033
1506	0.4959930702
1507	0.4959592205
1508	0.4959119815
1509	0.4958774421
1510	0.4958379603
1511	0.4958090256
1512	0.4957765063
1513	0.4957460725
